Status,Address,distance,acessibility,S/A,Price,For Tax Year,Gross Taxes,Sold Date,Days On Market,Age,Area,Total Bedrooms,Total Baths,Lot Sz (Sq.Ft.),Floor Area -Grand Total,Original Price,List Price,Driveway Finish,Floor Area - Unfinished,GST Incl,Foundation,Floor Area Fin - Basement,Zoning,Parking Places - Covered,# Rms,No. Floor Levels,Frontage - Feet,Depth,Type,,,Public Remarks
S,16923 103A AVENUE,,,F23,"$1,163,000 ",2020,"$4,517.15 ",8/30/20,4,27,North Surrey,4,3,"7,104.00","2,590","$1,168,000 ","$1,168,000 ",Concrete,0,,Concrete Perimeter,0,RF,2,13,2,60.53,117.36,House/Single Family,,,"Meticulous 2373 sf, 2 storey executive home w/ 4 bdrms 3 bath + den on 7104 sf South facing lot in sought after Fraser Heights! 3 minutes walk to Pacific Academy. Enjoy this custom home w/ Grand foyer entry w/17' ceilings, elegant open living room w/soaring 14' ceilings, gas f/p + dining room + versatile den/office. Brilliant kitchen w/ island, granite counters, SS appliances & bright bay window eating area. It opens to large private deck & fenced yard perfect for family fun. Super family room w/ gas f/p & french doors that lead to 2nd sundeck. Huge master bed w/ Mountain views + deluxe 4 pc enste w/ jacuzzi tub. The bonus oversize 4th bdrm can double for media/games room. All baths w/ granite counters, updated flooring, 2 years roof, lane access + close to everything. A Fantastic Home! "
S,12629 112A AVENUE,,,F21,"$1,165,000 ",2019,"$5,531.00 ",11/3/20,2,26,North Surrey,10,5,"8,000.00","4,335","$1,149,988 ","$1,149,988 ",Concrete,0,,Concrete Perimeter,0,RF,0,20,2,66,122,House/Single Family,,,"Best living or Investment property!  NEW/UPDATED including roof, fence, hot water tank, furnace, laminate floor, granite countertop, steel appliances, crown mouldings, sinks... more.  3 x 2-bedroom suites can make a great mortgage helper. Upstairs has 4 spacious bedrooms, a nice living room, a kitchen and family room is beautiful for a family, huge back yard for gardening and a huge deck for BBQ. Walking distance to Sky train station, Bus, Elementary School, minutes drive to New Westminster, easy access high way 17 to Richmond and No 1 highway. The most convenient location with the most affordable house in Great Vancouver. Call for more details. Please try your offer!!"
S,16028 108A AVENUE,,,F23,"$1,168,000 ",2019,"$4,391.40 ",7/22/20,48,23,North Surrey,6,4,"6,361.00","2,957","$1,249,000 ","$1,249,000 ",,0,,Concrete Block,0,SFR,2,16,2,29.53,113.75,House/Single Family,,,"Quiet and private 2-level, 6 bed/4 bath home in the family friendly Fraser Heights neighborhood. Great condition and ready to move-in located next to park in cul-de-sac. Roof was replaced in 2019 and home is fully air conditioned. Ideal home for children with a HUGE main floor featuring 9'1 ceilings, laminate flooring throughout, 2 bedrooms, a large rec room or playroom and family room and open dining/living area. Kitchen features stainless steel appliances, granite counters and plenty of cabinetry. Upstairs features 4 bedrooms with 2 ensuites and a separate washroom. Services/retail/restaurants including Nestors Market and Northpoint Park just minutes away. West facing backyard. Attached 2 car garage."
S,16991 103A AVENUE,,,F23,"$1,170,000 ",2019,"$4,369.05 ",8/23/20,38,27,North Surrey,6,3,"7,104.00","2,659","$1,138,000 ","$1,198,000 ",,0,,Concrete Perimeter,0,SFD,,15,2,0,,House/Single Family,,,"Welcome to the prestigious neighbourhood in Fraser Heights. The wide and specious street scene will immediately attract your attention. This gorgeous home features elegant living and dining room, stylish spiral staircase, upgraded kitchen with stone countertop. Two level house with 6 bedrooms and 2.5 bathrooms. One bedroom is on the main floor considerately for your guests or elders. Fully fenced back yard, fruitful garden, and newly installed deck invite you to enjoy a good zen afternoon! Walking distance to Pacific Academy, shops, bus stops. Easy access to Hwy 1. Please call for appointment. It's mandatory to wear mask and sign COVID 19 waiver form before enter the house."
S,10726 PLUMTREE CLOSE,,,F23,"$1,170,000 ",2019,"$4,132.61 ",11/11/20,29,31,North Surrey,4,4,"7,104.00","3,665","$1,088,000 ","$1,088,000 ",Concrete,822,,Concrete Perimeter,0,RS1,2,19,3,0,,House/Single Family,,,"LOCATION, LOCATION, LOCATION- UPSIZING FAMILIES/INVESTORS ALERT! Renovated 2 story partly finished bsmt home in popular cul-de-sac in Fraser Heights. This home boasts spacious and bright living spaces being on a corner lot. The home features a floating curved staircase, quality woodwork panels, 2 gas fireplace, gourmet kitchen w/ large pantry open to eating and family room with double patio door leads to a private backyard perfect for kids & pets. 3 Bedrooms upstairs w/ 5 pieces ensuite plus 4 pieces bath and reading area. Downstairs is partly finished and can be easily converted into a 2 bedroom mortgage helper. Walking distance to both Fraser heights Secondary & Pacific Academy, easy access to HWY-1, mins drive to Guildford Mall, Superstore, Rec Centre. Month to month tenancy- $2039/mo."
S,14365 102 AVENUE,,,F26,"$1,171,428 ",2019,"$2,976.02 ",7/20/20,56,1,North Surrey,5,5,"4,365.00","2,329","$1,264,000 ","$1,264,000 ",Paving Stone,0,No,Concrete Perimeter,0,SFR,2,13,2,62.73,70,House/Single Family,,,"Brand new modern home in North Surrey, between Surrey Central and Guildford mall . Finest with beautiful Gourmet Acrylic kitchen comes with huge island. Quarts counter tops, stainless steel appliances. Beautiful bathroom tile and fixtures. The floor plan includes a great open concept from the living to the kitchen great for entertaining, 4 Bedroom Up stairs. 2 Master bedrooms comes with Ensiutes & California wall unit. fully finished one bedroom unauthorized  suite. 10 ft ceiling on main floor, 9 ft ceiling on top floor, 12 ft living room.  central air conditioning,fully fenced north facing yard.close to Superstore, Henlong market, T&T , Sky train, Bus, All level of School. Don't missed this beautiful home ."
S,11684 99A AVENUE,,,F24,"$1,175,000 ",2019,"$4,480.86 ",10/26/20,53,25,North Surrey,6,5,"7,176.58","3,920","$1,229,000 ","$1,229,000 ",,0,,Concrete Perimeter,"1,133",RF,2,13,3,59.12,121.39,House/Single Family,,,"Gorgeous city and mountain view home in Royal Heights, North Surrey. This is a very well maintained, family home which features 3,900+ sqft of living space on a 7,100+ sqft lot. Located on a very quiet street, this home has an unbeatable layout and lots of space for you and your growing family. Main floor features a spacious Living room/dining room, family and eating area with breath taking views of New Westminster and the mountains. Kitchen has loads of cupboards and counter space. 6 bedrooms, 5 bathrooms, huge master bedroom w/ walk-in closet, entertainment size recreation room. Very spacious basement has 2 bedrooms, living room, kitchen and a separate entrance. Near all major transportation routes, and close to the city centre. Please call for further information."
S,10065 120 STREET,,,F24,"$1,175,000 ",2019,"$4,831.07 ",11/29/20,93,27,North Surrey,6,4,"7,667.00","3,150","$1,248,000 ","$1,198,000 ",,0,,Concrete Perimeter,0,RS,2,18,2,50,153,House/Single Family,,,"Beautiful home with an amazing view of mountain/water/bridge. This 6 bedroom with 4 bathroom home has an open concept floor plan. It features upgraded appliances, hardwood flooring, massive backyard and separate dining area. This home has a massive driveway and lots of street parking! Conveniently located close highways, shopping centers, bus loops, skytrain, khalsa school and much more! Best of all 2 rental suites 2+1 with potential rental income of $2500 just from the basements!"
S,10903 154A STREET,,,F23,"$1,180,000 ",2019,"$4,209.31 ",10/28/20,43,24,North Surrey,6,4,"6,029.00","3,075","$1,299,000 ","$1,199,000 ",Aggregate,0,,Concrete Perimeter,"1,050",RF,2,16,3,50,,House/Single Family,,,"Great home in desirable Fraser Heights area. 6 bedrooms, 4 baths, large west exposed fenced yard. 4 bedrooms up, all great size, 2 with walk-in closets. Brand new carpet throughout main and upper floors, and fresh paint. New roof this year! Basement has separate side entrance, perfect for a 2bed in-law suite or potential mortgage helper.  This is a great home in a great neighbourhood!  Close to all amenities, shopping, bus route and downtown Vancouver.  In the city but tucked away from the busyness.  This is a must see."
S,13264 98A AVENUE,,,F26,"$1,180,000 ",2019,"$3,374.46 ",10/21/20,2,41,North Surrey,5,3,"7,204.00","2,120","$1,099,999 ","$1,099,999 ",,0,,Concrete Perimeter,0,RE,,12,2,66.99,107.54,House/Single Family,,,"Welcome to 13264 98A Ave, a beautiful 2100sqft home situated on a 7200sqft lot. This well appointed home has been fully renovated w/ newer kitchens, bathrooms, flooring, doors, windows, roof, skylights all professionally done. All cabinets doors & drawers are soft close, new stainless-steel appliances. There is a 2-bedrm, 1-bathrm beautiful above-ground suite w/ mudroom entrance, all appliances & laundry. The back yard is beautifully manicured & ready for family/friend gatherings, with lots of space for social distancing. The driveway can easily fit an RV or at least 4 to 6 cars.  it is a 10-minute walk to Central City, SFU, Surrey Central & King George Skytrain stations, AHP Matthew Elementary School. You must see this home to appreciate it. It will not last."
S,16066 111 AVENUE,,,F23,"$1,180,000 ",2019,"$4,330.70 ",8/14/20,92,27,North Surrey,4,3,"7,104.00","2,622","$1,357,000 ","$1,225,000 ",,0,,Concrete Perimeter,0,RF,2,11,2,0,0,House/Single Family,,,"Two storey family home located in quiet cul-de-sac Fraser Heights. Lots of new updates: interior paint, all kitchen cabinets & S/S appliances, bathrooms, floor tiles, main door, garage door, LED lighting fixtures. Open living room with vaulted ceiling and gas fireplace. Dining room to host your guest. Large den on main for your work/study usage. Open concept kitchen equips with pull out pantry and Lazy Susan. Flat south facing fenced backyard with veggie bed great for your BBQ, entmt, and gardening. Storage shed for your yard equip and patio furniture. Roof is ~3yrs, Hot Water & Furnace ~7yrs. Walking distance to Erma Stephenson Elem, Fraser Heights Sec, Fraser Heights Rec Centre. A short drive to Pacific Academy. 10 minutes to Guildford Town Centre. Easy access to highway. Move in ready."
S,10373 170A STREET,,,F23,"$1,180,500 ",2019,"$4,365.84 ",7/21/20,38,26,North Surrey,5,4,"7,115.00","2,994","$1,288,000 ","$1,180,000 ",,0,,Concrete Perimeter,0,RF,2,11,2,60,118.58,House/Single Family,,,"Immaculate and inviting 2 storey house on a quiet street in the desirable Fraser Heights neighborhood. This well maintained home features near 3000sf living space, ideal layout offering a smooth flow and function, five good-sized bedrooms with ONE BEDROOM ON MAIN FLOOR, rarely found FOUR FULL BATHROOMS in this neighborhood, large windows and skylights facilitating more natural light in. New air conditioner, new interior wall paint, newer roof, thermal windows add more comforts to this lovely home. Yard accented by mature landscaping. Fruit trees and the vegetable garden at back make this home a paradise for a family with kids. Superb location! A safe, easy walk to prestigious Pacific Academy, quick access to HWY. View it today and MOVE IN YOUR NEW HOME!  "
S,14385 102 AVENUE,,,F26,"$1,180,952 ",2019,"$2,976.02 ",7/23/20,59,1,North Surrey,5,5,"3,932.00","2,170","$1,254,000 ","$1,254,000 ",Paving Stone,0,No,Concrete Perimeter,0,SFR,2,13,2,55.86,70,House/Single Family,,,"Brand new  modern home in North Surrey,  between Surrey Central and Guildford mall . Finest with beautiful Gourmet Acrylic kitchen comes with huge island. Quarts counter tops, stainless steel appliances. Beautiful bathroom tile and fixtures. The floor plan includes a great open concept from the living to the kitchen great for entertaining, 4 Bedroom Up stairs. 2 Master bedrooms comes with Ensuites & California wall unit. fully finished one bedroom unauthorized suite. 10 ft ceiling on main floor, 9 ft ceiling on top floor, 12 ft living room.  central air conditioning,fully fenced north facing yard.close to Superstore, Henlong market, T&T , Sky train, Bus, All level of School. Don't missed this beautiful home ."
S,11062 157A STREET,,,F23,"$1,186,800 ",2020,"$4,534.44 ",7/7/20,29,24,North Surrey,5,3,"7,061.00","2,902","$1,295,000 ","$1,248,000 ",,0,,Concrete Perimeter,0,RF,2,11,2,56,,House/Single Family,,,"**Spent $50+k on recent renovation***. Excellent quite cul-de-sa location in Central Fraser Heights, walking distance to all schools. New furnace, new tankless hot water, new fence, 4 years-old quality roof, new laminate on main floor, stainless newer appliances with newer counter top, double doors to the Grand Foyer and Living room with 14' ceilings and spiral staircase. Open concept living with oversized kitchen with maple cabinets, eating area, spacious family room but still have the luxury of a traditional dining room and living room. Bonus Enjoy 1 bedroom on the main! 4 bedrooms up including a master suite fit for Royalty! 12x20 covered deck, mature landscaping with a huge new shed. Private backyard! Walk-in seated tub in master bedroom. Close to shopping mall, easy access to Hwy1."
S,10566 159 STREET,,,F23,"$1,187,500 ",2019,"$4,330.70 ",10/19/20,7,28,North Surrey,6,4,"7,209.00","2,803","$1,199,000 ","$1,199,000 ",,0,,Concrete Perimeter,"1,264",RES,2,15,2,55,,House/Single Family,,,"Location Location Location - Well kept spacious 6 bedroom family home. Main floor area upstairs has 3 good sized bedrooms, 4th bedroom with full bath on ground floor for upstairs use.Family room off the kitchen, formal living and dining room. Open kitchen has laminate flooring w/lots of cupboard and counter space. Updated lighting, S/S appliances w/centre island. Crown moulding throughout the house, gas fireplace, updated furnace & roof, fresh paint inside & outside.The Ground floor 2 bed unauthorized suite is bright and above ground, Fully fenced yard sits on a 7209 sqft lot w/nice sundeck and patio, double garage w/lots of open parking.Closer to all amenities, transit & both levels of schooling.This home is a 10 and move in Ready !!!"
S,10155 128A STREET,,,F25,"$1,190,000 ",2020,"$4,825.42 ",11/24/20,4,11,North Surrey,6,4,"4,995.00","2,719","$1,199,988 ","$1,199,988 ",Concrete,0,,Concrete Perimeter,943,RF-9,2,10,3,33,146,House/Single Family,,,"Beautiful well maintained home with high quality finishings, gorgeous wood floors and great location. The relaxing living room features a gas fireplace for cozy feeling and provides lots of natural light to enjoy cooking and family time. An extra space for kids to play upstairs which can be easily converted to study room/play area. Another extra room on the main level to be converted into office space. Legal suite basement is gracefully maintained by the same family.Lots of parking for more than 7 cars.Backyard is nicely maintained for the kids to play. Plenty of parks within walking distance of this community. This home is close to skytrain and surrey central shopping centre and schools. Call for private viewing today! "
S,10403 127 STREET,,,F25,"$1,190,000 ",2019,"$4,680.90 ",8/19/20,14,30,North Surrey,9,6,"7,104.00","4,237","$1,248,000 ","$1,248,000 ",Concrete,0,,Concrete Perimeter,0,RF,2,21,2,71.34,107.1,House/Single Family,,,"Rarely available 4237 sqft 2 storey rental income generator. 4 Separated entry unauthorized suites & studios as mortgage helper. Upper level comes with 4 bedroom and 2 full bath perfect for a family of 5-8. This is a one of a kind property in today's market, a must see!"
S,15628 107 AVENUE,,,F23,"$1,195,000 ",2019,"$4,490.80 ",10/4/20,3,28,North Surrey,5,3,"7,805.00","2,545","$1,189,800 ","$1,189,800 ",Concrete,0,,Concrete Perimeter,0,RF1,2,15,2,57,138,House/Single Family,,,"Please come and check out this nicely updated cul-de-sac home before it's gone. South back yard. 3 bedroom&2 bathroom on the top floor. Kitchen is equipped with newer stainless steel appliance, sunny family room and nook are leading to a spacious deck. There are crown and baseboard moldings throughout, vaulted ceilings, a video security system. Downstairs is ideal for extended family with its a registered but unauthorized 2 bedroom suite. Brand new driveway, 3 years old roof. Backyard is defined with paver stone, lawn and cement for its purpose plus a hideaway vegetable garden. Fruits trees, two sheds&brand fence! Few minutes walk to dogwood elementary school and Fraser Heights Secondary. Central location and easy access to Hwy, recreation and shopping! Lots to offer!"
S,15748 109A AVENUE,,,F23,"$1,195,500 ",2019,"$4,193.32 ",10/5/20,7,26,North Surrey,5,4,"7,460.00","3,084","$1,198,000 ","$1,198,000 ",,0,,Concrete Perimeter,0,SFD,2,12,2,60,130,House/Single Family,,,"Bright, well maintained 5 bedroom, 4 bathroom 3084 sqft. two story home in desirable Fraser Heights. Oversized dining & living rooms with highly vaulted ceiling. On the main floor the large office, the 5th bedroom +gourmet kitchen opening to spacious family room. Upper floor with 4 very spacious bedrooms and 3 full bathrooms. 7460 sqft South facing backyard. Lots of parking for up to 5 more vehicles. Recently updated. Close to shopping and recreation. Easy access to Freeway #1. Great house and community to raise your dear family here. Call for more information."
S,12259 98A AVENUE,,,F25,"$1,200,000 ",2019,"$4,979.27 ",6/7/20,49,14,North Surrey,4,6,"10,431.00","3,134","$1,350,000 ","$1,350,000 ",,0,,Concrete Perimeter,0,RES,2,10,2,66,159,House/Single Family,,,
S,11497 ROXBURGH ROAD,,,F22,"$1,205,000 ",2017,"$4,115.80 ",11/10/20,68,26,North Surrey,7,4,"7,230.00","3,224","$1,249,000 ","$1,249,000 ",,0,,Concrete Perimeter,"1,539",RES,2,18,2,66,115,House/Single Family,,,"WOW! Updated basement style home, 7 bedrooms, 4 bathrooms with a 2+1 bedroom basement suites rented $2100 per month. Features laminate flooring throughout main floor including New stairs railings, New granite tile in entrance, kitchen and New Shower doors in bathroom, new modern updated kitchen, light fixtures. over 3000 sq.ft. with many options for an extended family. Extra large driveway and extra storage makes this home complete. Located on a quiet street of newer homes. Steps to transit and near schools and shopping. Walking trails abound and steps to Inver garry Park. 7230 sq.ft. lot with privacy and fruit tree."
S,9669 116 STREET,,,F24,"$1,205,000 ",2019,"$5,016.36 ",11/14/20,23,7,North Surrey,5,5,"6,110.00","2,900","$1,229,000 ","$1,229,000 ",,0,,Concrete Perimeter,0,CD,2,13,2,63.58,29.5,House/Single Family,,,"Pride of ownership this traditional yet modern home has it all. Corner lot tons of windows to bring in an abundance of natural light. The main floor features a living room, dining room, & family room, spice kitchen, dream kitchen with granite counters. One bedroom ground level side suite as mortgage helper. Upstairs 4 bedrooms plus 3 full baths. Main master ensuite with Jacuzzi & standing shower. Walking distance to school, & bus, 5 minute drive to Skytrain station, Surrey Hospital & shopping (Surrey Central). Easy access to all major highways, lots to see, book your appointment. Covid-19 protocols in place, wear a mask at showings. For more information, please call."
S,15586 112A AVENUE,,,F23,"$1,205,000 ",2019,"$4,308.35 ",8/8/20,4,29,North Surrey,5,3,"8,370.00","3,197","$1,199,888 ","$1,199,888 ",Aggregate,219,,Concrete Perimeter,0,SING/F,2,13,2,59.02,43.18,House/Single Family,,,"PRIME LOCATION IN FRASER HEIGHTS! Detached shop built with permits, 100amp service, automatic steel doors, heat and cable! Perfect for a self-employed buyer. Tons of room inside; with 5 spacious bedrooms, an open layout, and many recent updates including doors, frames, baseboards, hardware, master en-suite shower and more. Recently-replaced hot water tank and roof just five years old.  Perfect place to entertain, with a private, SOUTH FACING and professionally landscaped back yard. 8,370sqft lot perfect for the kids! Tucked away in a peaceful corner of a highly sought-after area with highly-ranked public and private schools, this one won't last long."
S,9727 182A STREET,,,F23,"$1,207,619 ",2019,"$2,376.14 ",6/14/20,73,0,North Surrey,6,6,"4,191.00","3,608","$1,239,000 ","$1,239,000 ",,0,,Concrete Perimeter,"1,209",RF13,2,19,3,51,82,House/Single Family,,,"**Brand new custom built home in Fraser Heights** This stunning home offers over 3600SF of living space + double garage is situated on approximately 4200 SF Lot with 51 FT Frontage. Feat open concept plan w/10 ft ceilings, extensive mill work, kitchen with spice kitchen, living room, huge great room, elegant gas fireplace finished with stone. Upstairs features 4 bedrooms all connected to their own ensuite, with an extra large vaulted Master, walk-in closet and spa like ensuite. Basement was thoughtfully planned out and finished to maximize  spacious self contained 2 bedroom legal basement suite and a separate full Rec/ Media room for owner use. House is equipped with air-condition. Easy access to Highway 1. Close to prestigious pacific academy."
S,16707 CHERRYHILL PLACE,,,F23,"$1,210,000 ",2019,"$4,448.91 ",8/30/20,74,26,North Surrey,5,4,"8,209.00","3,502","$1,288,000 ","$1,288,000 ",,0,,Concrete Perimeter,0,RS-1,2,13,3,32.5,0,House/Single Family,,,"Custom built open concept with 18' grand foyer, living room & dining room, radiant hot water heating, den or bedroom and shower room on main floor. Upstairs 4 large bedrooms, Master bedroom has huge enxuite & sitting area, Master & second bedroom have separate balconies, view of Mountains. Basement has 24' x 15' entertainment room, wet bar, powder room, separate entrance. Large & private backyard with deck, nice landscape with apple, prune & vine trees, quiet cul de sac location."
S,12959 108 AVENUE,,,F26,"$1,214,000 ",2019,$0.00 ,10/16/20,35,0,North Surrey,6,6,"3,233.00","2,895","$1,239,000 ","$1,239,000 ",,0,,Concrete Perimeter,985,RF-10,2,16,3,32.15,98.42,House/Single Family,,,"Views, Views, Views!!  Brand new custom built home combined with elegant design and high end finishingâ€™s.  Inside youâ€™ll find a bright open concept layout with a chefâ€™s kitchen featuring stainless steel appliances quartz countertops, wok kitchen, designer wood paneling wall in living room, built in entertainment unit in family room, laminate flooring throughout, and amazing views from the balcony.  Upstairs boosts 4 bedrooms including master bedroom with enormous walk in closet, 4 piece ensuite and views of the mountains/City.  BONUS 2 bedroom legal suite and theatre room with its own 4 piece bath in the basement.  2 car detached garage.  Great location close to transit, Surrey Central Mall, schools & parks."
S,13078 112A AVENUE,,,F26,"$1,220,000 ",2019,"$4,390.00 ",10/29/20,10,12,North Surrey,8,6,"4,304.00","4,421","$1,199,000 ","$1,199,000 ",,0,,Concrete Perimeter,0,SFR,2,19,3,44.18,98.23,House/Single Family,,,"A Gorgeous Custom built home in a quiet neighborhood. Recent updates include new carpet, new appliances, new flooring, new doors, new chandeliers, new paint  and many more. Very bright and spacious kitchen with lots of extras including granite countertops, large spice kitchen, self-closure cabinets, large front decks, excellent view, close to all amenities [sky train, shopping, schools], and much more. Located on a no exit road with very little traffic. Two mortgage helpers one bedroom each below. It is a must-see!OPEN HOUSE SUN OCT 25 2-4PM."
S,11128 CALEDONIA DRIVE,,,F22,"$1,225,000 ",2019,"$3,887.88 ",9/2/20,2,64,North Surrey,5,4,"18,474.00","3,038","$1,225,000 ","$1,225,000 ",Asphalt,0,,Concrete Perimeter,0,RES,4,14,2,0,0,House/Single Family,,,"This fantastic 5 bdrm/3.5bath home offers privacy, tranquility, 3038 sqft and a parklike yard. The 18,474 sqft lot is beautifully set on a greenbelt(2 sides) and is located on a quiet street, giving you the serenity of nature in a family neighbourhood. This home was updated in 2008 adding a lovely master suite with vaulted ceilings & a spa like ensuite, in addition to a large covered deck. The updated kitchen features a gas range, stone countertops, plenty of storage, island seating and pantry. Livingrm is open to dining, 2 more bdrm + den up. Large 2bd/1.5 bath suite below could become a mortgage helper or simply keep it in the family. Wood fireplace, RV parking, garden...just too many features to list. Book your private appointment soon."
S,12953 108 AVENUE,,,F26,"$1,225,000 ",2020,$0.00 ,10/23/20,42,0,North Surrey,6,6,"3,178.00","2,759","$1,229,000 ","$1,229,000 ",,0,,Concrete Perimeter,934,RF-13,2,15,3,32.15,,House/Single Family,,,"Views, Views, Views!!  Brand new custom built home combined with elegant design and high end finishingâ€™s.  Inside youâ€™ll find a bright open concept layout with a chefâ€™s kitchen featuring stainless steel appliances quartz countertops, wok kitchen, designer wood paneling wall in living room, built in entertainment unit in family room, laminate flooring throughout, and amazing views from the balcony.  Upstairs boosts 4 bedrooms including master bedroom with enormous walk in closet, 4 piece ensuite and views of the mountains/City.  BONUS 2 bedroom legal suite and theatre room with its own 4 piece bath in the basement.  2 car detached garage.  Great location close to transit, Surrey Central Mall, schools & parks."
S,12971 108 AVENUE,,,F26,"$1,230,000 ",2020,$0.00 ,10/5/20,13,0,North Surrey,6,6,"3,245.00","2,895","$1,239,000 ","$1,239,000 ",,0,,Concrete Perimeter,985,RF-10,2,16,3,32.11,31.06,House/Single Family,,,"Brand new custom built home with amazing views!  This home will definitely check all your boxes.  Home boosts 6 bedrooms, 6 baths, bright and open concept layout with designer wood paneling in living room, chefâ€™s kitchen with spice kitchen, stainless steel appliances, laminate flooring, designer lighting throughout.  Upstairs features 4 bedrooms including master bedroom with walk in closet, beautiful ensuite & views of the City/Mountains.  Bonus 2 bedroom suite and theatre room with its own 4 piece bath in basement.  2 car detached garage.  Great location close to transit, Surrey Central Mall, parks & schools."
S,16755 105 AVENUE,,,F23,"$1,230,000 ",2019,"$4,525.58 ",6/24/20,29,17,North Surrey,4,3,"6,577.00","2,750","$1,278,000 ","$1,278,000 ",Concrete,0,,Concrete Perimeter,0,RF,2,11,2,67,98,House/Single Family,,,"Rarely found 2-storey 2750 sqft well-maintained house in the heart of Fraser Heights! This beautiful, modern, super bright house has a 18' high ceiling in the family room and 9' ceiling on the rest of the main floor. Its functional layout offers 4 bedrooms with 2 full bathrooms upstairs, and living, family, kitchen, eating area plus a den/computer area on main. The garden-like backyard has a patio, deck, garden bed and fruit trees. It has enough space for potential RV parking. The 5' crawl space makes lots of storage space. Updates include a newer fridge, stove and high efficiency furnace, etc. Steps away from bus stops, walking distance to Pacific Academy School and Fraser-wood Elementary. Shows A+! Call for more information!"
S,10435 125 STREET,,,F25,"$1,235,000 ",2019,"$5,240.01 ",7/10/20,89,10,North Surrey,7,7,"6,050.00","4,610","$1,289,900 ","$1,249,900 ",Paving Stone,0,,Concrete Perimeter,0,SFD,2,18,3,49.5,120,House/Single Family,,,"Fabulous custom built 3 Level 4600 sq.ft luxurious family home with views of New West, North Shore Mountains, and the Fraser River. Home features open concept entry with 7 bedroom, 7 bathrooms, gourmet main and spice kitchens with granite countertops, home theatre, and an outdoor deck perfect for summer BBQs! As a bonus, this home includes a 2 suites (2-bed+1-bed). This is an ideal home that is walking distance to amenities such as schools, shopping, transit and highways!"
S,17977 99A AVENUE,,,F23,"$1,237,000 ",2019,"$5,364.62 ",7/12/20,9,20,North Surrey,8,4,"8,741.00","4,402","$1,280,000 ","$1,280,000 ",Aggregate,0,No,Concrete Perimeter,"1,541",RES,2,18,3,70,133,House/Single Family,,,"EXECUTIVE EUROPEAN CUSTOM BUILT HOME. This beautiful home is tucked away in a very prestigious quiet neighbourhood of Fraser Heights. This 4400 sq. ft. 8 bedroom home has an open floor plan complete with a brand new kitchen with granite counter tops, salad sink, new appliances, huge wall to wall pantry and extra large modern floor tiles. Basement floors replaced with laminate and upper bedrooms have brand new carpets. Master bedroom has its own fireplace and jacuzzi tub. Ground level basement includes 4 bedrooms and its own laundry room complete with kitchen, full bath and a bonus dishwasher. Perfect for the inlaws. Home has also been fully painted inside and garage doors are also brand new. All this and more sitting on an extra large 8700 sq. ft. lot."
S,9967 159A STREET,,,F27,"$1,242,563 ",2019,"$5,496.31 ",9/14/20,6,27,North Surrey,6,4,"7,645.00","3,058","$1,199,000 ","$1,199,000 ",,0,,Concrete Perimeter,0,RF,2,16,2,16.4,,House/Single Family,,,"Welcome to one of Guildford's finest! Boasting of 3,058 square feet of living space and sitting on 7,645sqft lot, it is everything you have been looking for! Minutes away from Guildford Town Centre, Guildford Recreation Centre, all levels of Elementary and Secondary schools, and walking distance to public transit. Recently updated with new paint, flooring, new deck, and countertops. 10+ parking spots total with front and back lane access.  On the main, you have your spacious living and family rooms, 3 bedrooms and an additional den. Below includes separate two bedroom and 1 bedroom suites (2+1) as mortgage helpers. Open House Sat Sept.12 and Sunday Sept. 13 2-4pm! Call to book your viewing!"
S,9953 159 STREET,,,F27,"$1,245,000 ",2019,"$5,505.90 ",9/18/20,30,29,North Surrey,8,4,"7,677.00","3,929","$1,360,000 ","$1,360,000 ",,0,,Concrete Perimeter,0,SF,2,21,2,36,,House/Single Family,,,"Beautiful large home sitting in a great cul-de-sac location in Guildford. Two rental suites on main floor with separate entries and long term tenants that prefer to stay if the buyer would like. Large windows and very good sized rooms throughout. This house located in North Surrey, close to transit and shopping center with lots of potential. Hardwood floors, New gutters in 2020. New carpet in the suites. Very central location. Lots of parking, call now for private viewing."
S,9732 182 STREET,,,F23,"$1,247,619 ",2019,"$2,376.00 ",6/30/20,49,0,North Surrey,6,5,"4,191.00","3,643","$1,298,800 ","$1,298,800 ",Paving Stone,0,No,Concrete Perimeter,0,RF13,2,14,3,51,,House/Single Family,,,"Welcome to Abby Ridge! From this homes West Coast contemporary exterior to its beautifully designed interior - there isn't much you won't love! This perfect family home includes a 2 bed legal suite. Inside, notice the attention to detail from the well-thought out layout to the decorative beams. The gourmet kitchen is excuisitely finished & includes a Fisher & Paykel appliance package - roughed in for a spice kitchen too! Not only do you get mountain views but you get to enjoy the benefits of the culdesac location inc: space for the kids play & no unwanted traffic. For schools your just minutes away from Pacific Academy - the #7th ranked shcool in the entire province. It's even perfectlyÂ situated for commuters with quick access to high 1 & hwy 17 - downtown Vancouver is only 30 mins away!"
